5723959, bits 
98,000000000
107,000000001
188,00000001
35,0000001
189,00000100
87,00000101
48,0000011
69,000010
197,00001100
101,000011010
105,000011011
73,0000111
88,00010000
190,00010001
49,0001001
229,000101
63,00011
240,0010000000
128,0010000001
237,001000001
198,00100001
36,0010001
199,00100100
108,001001010
102,001001011
37,0010011
54,001010
136,001011000
97,001011001
196,00101101
50,0010111
208,00110000
209,00110001
39,0011001
38,0011010
220,0011011
224,001110
104,001111000
106,001111001
192,00111101
86,00111110
130,0011111100
124,0011111101
103,001111111
85,01000000
137,010000010
99,010000011
231,0100001
225,010001
13,0100100000
127,0100100001
123,0100100010
129,0100100011
234,01001001
210,01001010
160,010010110
96,010010111
20,010011000
122,0100110010
125,0100110011
139,010011010
157,010011011
72,0100111
0,01010
161,010110000
138,010110001
211,01011001
164,010110100
120,0101101010
12,0101101011
80,01011011
200,01011100
126,0101110100
243,01011101010
7,01011101011
19,010111011
212,01011110
24,01011111
68,011000
221,0110010
95,011001100
132,0110011010
131,0110011011
82,01100111
78,01101000
79,01101001
81,01101010
77,01101011
118,0110110000
119,0110110001
158,011011001
84,01101101
163,011011100
117,0110111010
121,0110111011
155,011011110
162,011011111
228,011100
226,011101
154,011110000
165,011110001
94,011110010
242,01111001100
8,01111001101
116,0111100111
83,01111010
159,011110110
156,011110111
55,011111
213,10000000
167,100000010
236,100000011
21,100000100
166,100000101
153,100000110
14,1000001110
133,1000001111
227,100001
168,100010000
151,100010001
178,100010010
93,100010011
25,10001010
171,100010110
152,100010111
179,100011000
150,100011001
149,100011010
169,100011011
214,10001110
170,100011110
173,100011111
148,100100000
175,100100001
76,10010001
114,1001001000
15,1001001001
180,100100101
181,100100110
141,100100111
51,1001010
177,100101100
176,100101101
233,10010111
140,100110000
174,100110001
26,10011001
172,100110100
238,1001101010
1,10011010110
9,10011010111
215,10011011
67,100111
71,1010000
115,1010001000
113,1010001001
146,101000101
75,10100011
183,101001000
92,101001001
145,101001010
22,101001011
182,101001100
147,101001101
142,101001110
144,101001111
52,1010100
222,1010101
91,101011000
10,10101100100
254,101011001010000
247,101011001010001
246,10101100101001
245,1010110010101
5,101011001011
134,1010110011
27,10101101
230,1010111
56,101100
66,101101
235,101110000
241,10111000100
3,10111000101
111,1011100011
232,10111001
47,10111010
216,10111011
45,10111100
143,101111010
16,1011110110
112,1011110111
90,101111100
203,101111101
46,10111111
57,110000
217,11000100
74,11000101
42,11000110
29,11000111
58,110010
70,1100110
34,11001110
32,11001111
223,1101000
30,11010010
185,110100110
184,110100111
59,110101
43,11011000
201,110110010
205,110110011
23,110110100
239,11011010100
11,11011010101
110,1101101011
28,11011011
53,1101110
204,110111100
186,110111101
202,110111110
187,110111111
60,111000
65,111001
61,111010
44,11101100
206,111011010
89,111011011
33,11101110
218,11101111
64,111100
135,1111010000
18,1111010001
109,1111010010
244,111101001100
4,111101001101
2,111101001110
6,111101001111
31,11110101
41,11110110
191,111101110
17,1111011110
100,1111011111
62,111110
195,111111000
194,111111001
219,11111101
40,11111110
193,111111110
207,111111111
