1363313, bits 
21,0000000
137,0000001
43,000001
96,00001000
207,000010010000
211,000010010001
185,00001001001
196,0000100101
167,000010011
97,00001010
140,00001011
80,000011
84,000100
88,000101
54,000110
53,00011100
102,00011101
149,00011110
71,00011111
5,001000
115,0010010
66,0010011
57,001010
32,001011
7,001100
170,001101000
122,001101001
90,00110101
67,00110110
177,00110111000
233,001101110010
229,001101110011
157,0011011101
119,001101111
35,001110
70,0011110
134,0011111
26,0100000
48,0100001
50,010001
22,0100100
123,0100101
47,010011
75,01010000
77,01010001
110,0101001
17,0101010
161,010101100
142,010101101
120,010101110
111,010101111
2,010110
34,010111
108,0110000
103,0110001
27,0110010
164,011001100
116,011001101
165,01100111000
0,01100111001
215,0110011101000
254,011001110100100
230,01100111010010100
237,01100111010010101
243,0110011101001011
240,01100111010011
236,0110011101010
218,0110011101011
219,01100111011
145,011001111
105,0110100
41,0110101
68,0110110
45,0110111
3,011100
132,01110100
114,011101010
133,011101011
74,0111011
4,011110
98,0111110
19,0111111
95,1000000
25,1000001
1,100001
37,100010
78,1000110
33,1000111
38,100100
91,1001010
126,10010110
146,10010111
60,1001100
117,100110100
179,1001101010000
175,1001101010001
193,100110101001
212,10011010101
197,100110101100
172,1001101011010
182,10011010110110
203,100110101101110
247,1001101011011110
250,1001101011011111
222,10011010111
129,10011011
76,1001110
23,1001111
52,101000
130,101001000
136,101001001
125,10100101
59,1010011
11,1010100
143,10101010
106,101010110
183,1010101110
154,1010101111
15,1010110
139,10101110
61,101011110
158,101011111
128,10110000
118,10110001
28,1011001
162,10110100000
199,10110100001
209,10110100010
216,10110100011
112,101101001
121,10110101
12,1011011
40,101110
62,1011110
10,1011111
49,110000
9,1100010
29,1100011
36,11001000
131,110010010
180,1100100110
168,110010011100
226,110010011101
202,11001001111
13,1100101
46,110011
64,1101000
100,1101001
42,110101
113,11011000
155,110110010
173,1101100110
151,1101100111
20,1101101
8,1101110
24,11011110
65,110111110
58,110111111
44,111000
55,1110010
14,1110011
16,1110100
30,1110101
18,1110110
206,11101110000
189,11101110001
204,1110111001000
200,1110111001001
190,111011100101
192,11101110011
107,111011101
51,11101111
39,1111000
72,1111001
31,1111010
86,1111011
93,1111100
6,1111101
186,11111100000
176,11111100001
148,1111110001
56,111111001
69,111111010
152,111111011
82,1111111
