6136502, bits 
127,0000000
63,0000001
41,00000100
42,00000101
131,0000011
117,0000100
65,0000101
116,0000110
123,0000111
114,0001000
106,0001001
203,00010100
28,000101010
29,000101011
68,0001011
109,0001100
101,0001101
67,0001110
121,0001111
124,0010000
98,0010001
111,0010010
69,0010011
104,0010100
118,0010101
202,00101100
18,0010110100
12,00101101010
6,001011010110
5,001011010111
30,001011011
120,0010111
113,0011000
110,0011001
102,0011010
100,0011011
74,0011100
87,0011101
105,0011110
107,0011111
93,0100000
95,0100001
90,0100010
84,0100011
115,0100100
70,0100101
72,0100110
108,0100111
85,0101000
82,0101001
103,0101010
77,0101011
43,01011000
212,010110010
251,01011001100
13,01011001101
20,0101100111
80,0101101
97,0101110
71,0101111
99,0110000
94,0110001
78,0110010
112,0110011
75,0110100
89,0110101
86,0110110
73,0110111
91,0111000
96,0111001
81,0111010
92,0111011
44,01111000
45,01111001
83,0111101
79,0111110
76,0111111
88,1000000
211,100000100
210,100000101
213,100000110
215,100000111
214,100001000
249,1000010010
7,100001001100
8,100001001101
255,10000100111000
254,10000100111001
1,1000010011101
9,100001001111
201,10000101
200,10000110
46,10000111
19,1000100000
21,1000100001
246,100010001
47,10001001
31,100010100
32,100010101
235,100010110
209,100010111
216,100011000
233,100011001
217,100011010
234,100011011
50,10001110
48,10001111
49,10010000
208,100100010
22,1001000110
14,10010001110
252,100100011110
2,1001000111110
3,1001000111111
33,100100100
245,100100101
199,10010011
231,100101000
218,100101001
52,10010101
175,10010110
232,100101110
34,100101111
51,10011000
207,100110010
219,100110011
180,10011010
178,10011011
53,10011100
236,100111010
24,1001110110
23,1001110111
198,10011110
54,10011111
55,10100000
170,10100001
165,10100010
171,10100011
183,10100100
35,101001010
36,101001011
173,10100110
162,10100111
181,10101000
164,10101001
237,101010100
229,101010101
177,10101011
174,10101100
206,101011010
244,101011011
168,10101110
166,10101111
197,10110000
230,101100010
25,1011000110
248,1011000111
167,10110010
160,10110011
196,10110100
169,10110101
179,10110110
172,10110111
56,10111000
220,101110010
227,101110011
186,10111010
182,10111011
154,10111100
37,101111010
238,101111011
161,10111110
151,10111111
225,110000000
226,110000001
155,11000001
158,11000010
153,11000011
163,11000100
223,110001010
221,110001011
58,11000110
157,11000111
57,11001000
176,11001001
185,11001010
184,11001011
156,11001100
59,11001101
194,11001110
150,11001111
148,11010000
15,11010001000
16,11010001001
26,1101000101
239,110100011
189,11010010
146,11010011
187,11010100
191,11010101
205,110101100
228,110101101
149,11010111
61,11011000
222,110110010
38,110110011
188,11011010
60,11011011
190,11011100
159,11011101
141,11011110
145,11011111
144,11100000
138,11100001
136,11100010
152,11100011
241,111001000
243,111001001
142,11100101
195,11100110
140,11100111
137,11101000
139,11101001
204,111010100
240,111010101
147,11101011
130,11101100
193,11101101
143,11101110
40,111011110
4,1110111110000
253,1110111110001
10,111011111001
250,11101111101
0,111011111100
11,111011111101
17,11101111111
134,11110000
133,11110001
132,11110010
62,11110011
39,111101000
224,111101001
66,11110101
129,11110110
242,111101110
27,1111011110
247,1111011111
126,11111000
125,11111001
64,11111010
135,11111011
122,11111100
119,11111101
128,11111110
192,11111111
