1180029, bits 
155,0000000
177,000000100
61,000000101
163,00000011
172,000001000
170,000001001
236,0000010100
246,0000010101
70,000001011
113,00000110
89,000001110
23,0000011110000
32,0000011110001
212,000001111001
41,00000111101
46,0000011111
81,000010000
195,00001000100
202,00001000101
47,0000100011
127,00001001
79,000010100
171,000010101
161,00001011
188,000011000
56,000011001
65,000011010
82,000011011
128,00001110
183,000011110
57,000011111
88,000100000
85,000100001
14,00010001000000
19,00010001000001
4,0001000100001
10,0001000100010
27,0001000100011
241,00010001001
253,000100010100
12,0001000101010
25,0001000101011
201,00010001011
83,000100011
133,0001001
137,000101
78,000110000
84,000110001
69,000110010
86,000110011
76,000110100
71,000110101
182,000110110
87,000110111
112,00011100
72,000111010
75,000111011
60,000111100
67,000111101
186,000111110
247,0001111110
50,0001111111
142,0010
147,0011
159,01000000
68,010000010
62,010000011
74,010000100
73,010000101
77,010000110
66,010000111
45,0100010000
239,0100010001
3,0100010010000
16,01000100100010
252,01000100100011
5,0100010010010
7,0100010010011
250,010001001010
211,010001001011
231,0100010011
101,01000101
160,01000110
102,01000111
134,0100100
63,010010100
64,010010101
187,010010110
49,0100101110
0,01001011110
21,0100101111100
11,0100101111101
35,0100101111110
30,0100101111111
103,01001100
92,010011010
191,0100110110
249,0100110111
111,01001110
108,01001111
151,01010
169,010110000
80,010110001
110,01011001
185,010110100
240,01011010100
209,010110101010
243,010110101011
245,010110101100
31,0101101011010
29,01011010110110
24,01011010110111
205,010110101110
213,010110101111
105,01011011
153,010111
158,01100000
109,01100001
104,01100010
107,01100011
184,011001000
90,011001001
129,01100101
106,01100110
91,011001110
42,01100111100
218,01100111101
203,011001111100
204,011001111101
210,011001111110
26,01100111111100
22,01100111111101
251,0110011111111
140,01101
143,0111
130,10000000
93,100000010
122,100000011
255,1000001
138,100001
150,10001
146,1001
144,1010
168,101100000
51,1011000010
43,10110000110
226,10110000111
237,1011000100
235,10110001010
242,101100010110
1,1011000101110
28,1011000101111
120,101100011
157,10110010
123,101100110
167,101100111
135,1011010
248,1011011000
194,10110110010
215,101101100110
208,1011011001110
18,101101100111100
2,101101100111101
17,10110110011111
97,101101101
96,101101110
119,101101111
154,1011100
94,101110100
224,10111010100
234,10111010101
221,10111010110
39,101110101110
34,1011101011110
37,1011101011111
121,101110110
124,101110111
156,10111100
233,1011110100
232,1011110101
219,10111101100
214,101111011010
199,101111011011
220,10111101110
15,10111101111000
20,10111101111001
6,1011110111101
206,1011110111110
244,1011110111111
118,101111100
165,101111101
95,101111110
190,1011111110
227,10111111110
192,10111111111
145,1100
149,11010
164,110110000
116,110110001
131,11011001
136,1101101
125,110111000
33,1101110010000
207,1101110010001
197,110111001001
193,11011100101
225,11011100110
230,11011100111
166,110111010
174,1101110110
44,11011101110
36,1101110111100
38,1101110111101
200,110111011111
132,11011110
98,110111110
126,110111111
148,11100
141,11101
52,1111000000
175,1111000001
99,111100001
117,111100010
222,11110001100
228,11110001101
176,1111000111
115,111100100
229,11110010100
223,11110010101
198,111100101100
216,111100101101
48,11110010111
55,1111001100
181,1111001101
53,1111001110
54,1111001111
152,111101
139,111110
100,111111000
238,1111110010
180,1111110011
173,1111110100
189,1111110101
8,1111110110000
13,11111101100010
9,11111101100011
40,111111011001
196,111111011010
217,111111011011
58,1111110111
178,1111111000
254,1111111001
114,111111101
179,1111111100
59,1111111101
162,111111111
