128128, bits 
3,000
101,0010000000
109,0010000001
84,0010000010
93,0010000011
208,0010000100
181,0010000101
240,0010000110
75,0010000111
223,001000100
222,001000101
238,001000110
27,001000111
177,0010010000
217,0010010001
20,001001001
243,001001010
241,001001011
230,001001100
26,001001101
168,0010011100
97,0010011101
28,0010011110
142,0010011111
8,001010
12,0010110
32,0010111000
166,0010111001
141,0010111010
161,0010111011
69,0010111100
195,0010111101
107,0010111110
214,0010111111
7,001100
176,0011010000
114,0011010001
179,0011010010
81,0011010011
77,0011010100
82,0011010101
251,001101011
49,0011011000
58,0011011001
110,0011011010
138,0011011011
187,0011011100
121,0011011101
46,0011011110
51,0011011111
108,0011100000
200,0011100001
194,0011100010
73,0011100011
164,0011100100
39,0011100101
76,00111001100
59,00111001101
190,00111001110
43,00111001111
23,001110100
189,00111010100
50,00111010101
203,0011101011
21,001110110
124,0011101110
129,0011101111
5,001111
162,0100000000
156,0100000001
37,0100000010
152,0100000011
211,0100000100
183,0100000101
41,0100000110
136,0100000111
204,0100001000
169,0100001001
38,0100001010
188,0100001011
247,010000110
199,0100001110
55,01000011110
86,01000011111
198,0100010000
158,0100010001
139,0100010010
178,0100010011
184,0100010100
144,0100010101
227,0100010110
172,0100010111
206,0100011000
165,0100011001
218,0100011010
210,0100011011
0,01000111
6,010010
62,01001100000
89,01001100001
2,010011000100
67,010011000101
151,01001100011
135,0100110010
132,01001100110
123,01001100111
15,01001101
18,010011100
19,010011101
229,0100111100
99,0100111101
246,0100111110
235,0100111111
202,0101000000
226,0101000001
117,0101000010
147,0101000011
40,0101000100
131,0101000101
163,0101000110
126,0101000111
13,01010010
14,01010011
63,01010100000
71,01010100001
244,0101010001
182,0101010010
232,0101010011
225,0101010100
242,0101010101
36,0101010110
219,0101010111
11,0101011
111,0101100000
209,0101100001
29,0101100010
160,0101100011
17,010110010
140,0101100110
146,0101100111
167,0101101000
213,0101101001
252,0101101010
205,0101101011
137,0101101100
48,0101101101
193,01011011100
134,01011011101
145,01011011110
105,01011011111
66,01011100000
130,01011100001
119,0101110001
143,0101110010
236,0101110011
70,01011101000
56,01011101001
234,0101110101
239,0101110110
248,0101110111
9,0101111
4,0110
221,0111000000
250,0111000001
191,0111000010
85,01110000110
116,01110000111
103,01110001000
155,01110001001
148,01110001010
88,01110001011
171,01110001100
90,01110001101
54,01110001110
53,01110001111
83,01110010000
201,01110010001
125,01110010010
104,01110010011
228,0111001010
245,0111001011
34,01110011000
95,01110011001
153,01110011010
74,01110011011
128,01110011100
96,01110011101
220,01110011110
45,01110011111
10,0111010
115,01110110000
60,01110110001
133,01110110010
113,01110110011
91,01110110100
57,01110110101
98,01110110110
120,01110110111
100,01110111000
65,01110111001
159,01110111010
61,01110111011
102,01110111100
47,01110111101
72,01110111110
80,01110111111
92,011110000000
112,011110000001
224,011110000010
64,011110000011
231,0111100001
249,0111100010
157,0111100011
22,0111100100
254,0111100101
16,011110011
196,0111101000
24,0111101001
1,0111101010
170,01111010110
42,01111010111
174,01111011000
197,01111011001
175,01111011010
52,01111011011
68,01111011100
173,01111011101
127,01111011110
192,01111011111
31,01111100000
118,01111100001
122,01111100010
216,01111100011
150,01111100100
180,01111100101
33,01111100110
44,01111100111
215,0111110100
207,0111110101
253,0111110110
233,0111110111
237,0111111000
25,0111111001
78,01111110100
79,01111110101
35,01111110110
30,01111110111
94,01111111000
87,01111111001
212,01111111010
186,01111111011
149,01111111100
185,01111111101
154,01111111110
106,01111111111
255,1
